cell_type,transcript_name,gene_name,AD,Control,chi_pval,chi_padj,chi_significant,delta_usage,usage_direction,permutation_pval,permutation_significant,n_valid_permutations,total_counts_AD,total_counts_CT,mean_CPM_AD,mean_CPM_CT,log2FC,isoform_role,tx_role_mane,candidate_group
Inhibitory_neuron,RIMBP2-216,RIMBP2,0.3515981735159817,0.0055555555555555,1.5238176820377904e-31,5.6521605864006984e-30,True,0.3460426179604262,AD_enriched,0.0075,True,10000.0,77,1,11.7542,0.1933,3.418,Minor,Alternate,new_target_candidate
Inhibitory_neuron,RIOK3-205,RIOK3,0.5263157894736842,0.0582608695652173,9.8698720005302e-88,5.564633833898927e-85,True,0.4680549199084668,AD_enriched,0.0027972027972027,True,715.0,140,67,43.9817,18.6582,1.1942,Minor,Alternate,new_target_candidate
Inhibitory_neuron,RIOK3-201,RIOK3,0.4323308270676692,0.931304347826087,9.8698720005302e-88,5.564633833898927e-85,True,-0.4989735207584178,CT_enriched,0.0013986013986013,True,715.0,115,1071,33.8954,467.5755,-3.7472,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,transcript125102.chrX.nic,RNF128,0.5,0.0,1.199176470399579e-26,3.234907626848242e-25,True,0.5,AD_enriched,0.0238095238095238,True,252.0,23,0,5.7786,0.0,2.761,Minor,Alternate,new_target_candidate
Inhibitory_neuron,RNF128-201,RNF128,0.5,1.0,1.199176470399579e-26,3.234907626848242e-25,True,-0.5,CT_enriched,0.0238095238095238,True,252.0,23,220,6.7512,108.9492,-3.8263,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,RNF144A-201,RNF144A,0.3333333333333333,0.9,2.936568688026213e-06,1.0878038280612216e-05,True,-0.5666666666666667,CT_enriched,0.0189393939393939,True,792.0,12,36,5.1616,84.631,-3.7968,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,transcript9298.chr2.nic,RNF144A,0.3333333333333333,0.0,2.936568688026213e-06,1.0878038280612216e-05,True,0.3333333333333333,AD_enriched,0.0227272727272727,True,792.0,12,0,3.6414,0.0,2.2146,Minor,Alternate,new_target_candidate
Inhibitory_neuron,RNGTT-204,RNGTT,0.2794117647058823,0.0426540284360189,1.0539096637922387e-10,6.736896467642452e-10,True,0.2367577362698634,AD_enriched,0.0295704295704295,True,5005.0,57,9,32.3535,5.6273,2.3314,Minor,Alternate,new_target_candidate
Inhibitory_neuron,RNGTT-202,RNGTT,0.7205882352941176,0.957345971563981,1.0539096637922387e-10,6.736896467642452e-10,True,-0.2367577362698634,CT_enriched,0.0295704295704295,True,5005.0,147,202,29.284,79.1848,-1.4048,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,ROBO2-202,ROBO2,0.3373493975903614,0.0659340659340659,1.058553360057167e-12,8.789578562595442e-12,True,0.2714153316562955,AD_enriched,0.0011238761238761,True,8008.0,28,12,20.625,6.1522,1.5962,Minor,Alternate,new_target_candidate
Inhibitory_neuron,transcript68086.chr17.nnic,RPL19,0.2358490566037736,0.0,1.227728184353715e-06,4.810237319934847e-06,True,0.2358490566037736,AD_enriched,0.0083333333333333,True,120.0,25,0,4.5232,0.0,2.4655,Minor,Alternate,new_target_candidate
Inhibitory_neuron,transcript38859.chr14.nnic,RPS29,0.2972972972972973,0.0,3.240880169642827e-05,0.000101932007903,True,0.2972972972972973,AD_enriched,0.0454545454545454,True,462.0,11,0,5.5658,0.0,2.715,Minor,Alternate,new_target_candidate
Inhibitory_neuron,RPS3-217,RPS3,0.5481481481481482,0.8305084745762712,5.70956390268881e-06,2.020748354259856e-05,True,-0.282360326428123,CT_enriched,0.0426240426240426,True,3003.0,74,98,62.2007,34.1147,0.8479,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,RPS3-209,RPS3,0.437037037037037,0.1525423728813559,5.70956390268881e-06,2.020748354259856e-05,True,0.2844946641556811,AD_enriched,0.0489510489510489,True,3003.0,59,18,52.701,10.9965,2.1623,Minor,Alternate,new_target_candidate
Inhibitory_neuron,transcript48755.chr9.nnic,RUSC2,0.8493150684931506,0.1506849315068493,2.3290069354045263e-22,4.421192290171959e-21,True,0.6986301369863013,AD_enriched,0.0363636363636363,True,330.0,124,11,23.5806,12.396,0.8757,Minor,Alternate,new_target_candidate
Inhibitory_neuron,SAMHD1-225,SAMHD1,0.6918238993710691,0.150375939849624,7.179664878412102e-22,1.3099984007924736e-20,True,0.5414479595214452,AD_enriched,0.0004995004995004,True,2002.0,110,20,51.8396,8.211,2.5202,Minor,Alternate,new_target_candidate
Inhibitory_neuron,SAMHD1-221,SAMHD1,0.0754716981132075,0.556390977443609,7.179664878412102e-22,1.3099984007924736e-20,True,-0.4809192793304014,CT_enriched,0.0209790209790209,True,2002.0,12,74,5.236,28.9221,-2.2625,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,SAP130-201,SAP130,0.5507246376811594,0.231578947368421,2.809116724592009e-05,8.940021001823425e-05,True,0.3191456903127384,AD_enriched,0.0465367965367965,True,924.0,38,22,22.5574,11.1507,0.9551,Minor,Alternate,new_target_candidate
Inhibitory_neuron,SATB1-204,SATB1,0.4151436031331593,0.1293375394321766,3.468017995017426e-19,5.2279907636118324e-18,True,0.2858060637009827,AD_enriched,0.0094,True,10000.0,159,41,71.5586,42.3501,0.7431,Minor,Alternate,new_target_candidate
Inhibitory_neuron,SCAF4-203,SCAF4,0.58,0.0094339622641509,7.918239986989181e-25,1.8679094998596242e-23,True,0.570566037735849,AD_enriched,0.0023976023976023,True,5005.0,58,1,13.988,0.4914,3.329,Minor,Alternate,new_target_candidate
Inhibitory_neuron,SCAF4-201,SCAF4,0.15,0.8679245283018868,7.918239986989181e-25,1.8679094998596242e-23,True,-0.7179245283018868,CT_enriched,0.0003996003996003,True,5005.0,15,92,8.0092,47.5651,-2.4304,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,SCAP-206,SCAP,0.3909090909090909,0.0545454545454545,2.8985825691323343e-16,3.440464952582757e-15,True,0.3363636363636363,AD_enriched,0.0271950271950271,True,1287.0,43,15,6.2327,5.3306,0.1922,Minor,Alternate,new_target_candidate
Inhibitory_neuron,SCAP-201,SCAP,0.6090909090909091,0.9454545454545454,2.8985825691323343e-16,3.440464952582757e-15,True,-0.3363636363636363,CT_enriched,0.0271950271950271,True,1287.0,67,260,29.7837,66.6398,-1.1357,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,SCRN1-201,SCRN1,0.5930232558139535,0.9886363636363636,1.0508623941185667e-20,1.773880891628886e-19,True,-0.3956131078224101,CT_enriched,0.0293456543456543,True,8008.0,204,174,61.3673,83.4689,-0.4376,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,SEC24B-203,SEC24B,0.3496503496503496,0.0465116279069767,2.0048307986950755e-15,2.1905496207447363e-14,True,0.3031387217433728,AD_enriched,0.0433566433566433,True,5005.0,50,10,12.9545,2.9396,1.8246,Minor,Alternate,new_target_candidate
Inhibitory_neuron,SFPQ-205,SFPQ,0.4705882352941176,0.1596638655462184,2.6850478434041395e-14,2.6888631866984974e-13,True,0.3109243697478991,AD_enriched,0.0244,True,10000.0,160,38,96.7222,36.9171,1.3658,Minor,Alternate,new_target_candidate
Inhibitory_neuron,SGIP1-231,SGIP1,0.5,0.1081081081081081,5.785189904009319e-26,1.4825863944911154e-24,True,0.3918918918918919,AD_enriched,0.0293706293706293,True,715.0,59,8,27.9827,3.6933,2.6265,Minor,Alternate,new_target_candidate
Inhibitory_neuron,SHOC2-217,SHOC2,0.358974358974359,0.0,5.596032159048295e-20,9.014408375061225e-19,True,0.358974358974359,AD_enriched,0.0369630369630369,True,3003.0,140,0,27.5809,0.0,4.837,Minor,Alternate,new_target_candidate
Inhibitory_neuron,SHOC2-202,SHOC2,0.5820512820512821,0.9037433155080212,5.596032159048295e-20,9.014408375061225e-19,True,-0.3216920334567391,CT_enriched,0.0499500499500499,True,3003.0,227,169,58.1767,68.2361,-0.2265,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,SIRT7-201,SIRT7,0.0307692307692307,0.8840579710144928,1.6263176930355268e-32,6.280259694064589e-31,True,-0.8532887402452621,CT_enriched,0.0357142857142857,True,28.0,4,61,0.8371,30.8055,-4.1138,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,SLC11A2-201,SLC11A2,0.6125,0.9331103678929766,2.54904480317329e-16,3.064288827354161e-15,True,-0.3206103678929766,CT_enriched,0.0431235431235431,True,1716.0,98,279,18.5982,78.6639,-2.0232,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,transcript168145.chr10.nnic,SORBS1,0.8123324396782842,0.314516129032258,2.227673664685658e-35,1.0211076521542878e-33,True,0.4978163106460261,AD_enriched,0.0491,True,10000.0,303,39,84.1945,48.3664,0.7872,Minor,Alternate,new_target_candidate
Inhibitory_neuron,SPEF2-205,SPEF2,0.8686868686868687,0.225,3.6057835401442863e-16,4.244135198190707e-15,True,0.6436868686868688,AD_enriched,0.0416666666666666,True,120.0,86,9,38.5829,1.7756,3.834,Minor,Alternate,new_target_candidate
Inhibitory_neuron,SPEN-201,SPEN,0.7079207920792079,0.9325842696629212,1.4432099243132218e-29,4.786363266634086e-28,True,-0.2246634775837133,CT_enriched,0.0136,True,10000.0,429,498,224.4916,298.6679,-0.4103,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,SPIDR-225,SPIDR,0.7254901960784313,0.3632075471698113,1.192098864171757e-15,1.3230420071260564e-14,True,0.36228264890862,AD_enriched,0.0488,True,10000.0,222,77,101.3882,58.1482,0.7916,Minor,Alternate,new_target_candidate
Inhibitory_neuron,transcript21611.chr11.nnic,SPON1,0.7884615384615384,0.0140845070422535,2.0166824313789388e-18,2.900524374518994e-17,True,0.7743770314192849,AD_enriched,0.0238095238095238,True,126.0,41,1,25.1102,1.3188,3.4932,Minor,Alternate,new_target_candidate
Inhibitory_neuron,SSR1-204,SSR1,0.3829787234042553,0.0469483568075117,2.650942676555589e-16,3.173251552106244e-15,True,0.3360303665967436,AD_enriched,0.0002497502497502,True,8008.0,72,10,32.0354,6.0826,2.2217,Minor,Alternate,new_target_candidate
Inhibitory_neuron,SSR1-201,SSR1,0.5797872340425532,0.9295774647887324,2.650942676555589e-16,3.173251552106244e-15,True,-0.3497902307461792,CT_enriched,0.0004995004995004,True,8008.0,109,198,36.0988,121.7212,-1.7259,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,ST3GAL5-222,ST3GAL5,0.3692946058091286,0.675,2.9486137883176367e-10,1.799164993347926e-09,True,-0.3057053941908714,CT_enriched,0.0378,True,10000.0,89,108,17.2505,44.6865,-1.3238,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,STAMBP-202,STAMBP,0.1764705882352941,0.4067796610169492,0.000665439295589,0.0016786338919602,True,-0.230309072781655,CT_enriched,0.0497835497835497,True,924.0,9,24,2.8718,11.4667,-1.687,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,STAT3-238,STAT3,0.3480392156862745,0.0375,1.2371613799241276e-21,2.228471520770681e-20,True,0.3105392156862745,AD_enriched,0.0298,True,10000.0,71,9,9.7654,1.9199,1.8824,Minor,Alternate,new_target_candidate
Inhibitory_neuron,TACC2-209,TACC2,0.4271844660194174,0.0382165605095541,2.4803283715101745e-15,2.6892483381873785e-14,True,0.3889679055098633,AD_enriched,0.0051198801198801,True,8008.0,88,6,27.0528,3.6813,2.5832,Minor,Alternate,new_target_candidate
Inhibitory_neuron,TBC1D23-202,TBC1D23,0.5887096774193549,0.9803921568627452,1.688772228217929e-21,2.98473285977827e-20,True,-0.3916824794433903,CT_enriched,0.0346320346320346,True,462.0,146,200,36.8129,81.4978,-1.1255,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,TBC1D23-201,TBC1D23,0.407258064516129,0.0196078431372549,1.688772228217929e-21,2.98473285977827e-20,True,0.3876502213788741,AD_enriched,0.0389610389610389,True,462.0,101,4,18.2456,1.3694,3.0219,Minor,Alternate,new_target_candidate
Inhibitory_neuron,TBC1D4-202,TBC1D4,0.15625,0.6451612903225806,4.847001164524135e-06,1.7339716094915652e-05,True,-0.4889112903225806,CT_enriched,0.0158730158730158,True,126.0,10,20,2.1015,16.3684,-2.4854,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,TBC1D4-201,TBC1D4,0.84375,0.3548387096774194,4.847001164524135e-06,1.7339716094915652e-05,True,0.4889112903225806,AD_enriched,0.0158730158730158,True,126.0,54,11,14.82,6.5339,1.0703,Minor,Alternate,new_target_candidate
Inhibitory_neuron,TBL2-201,TBL2,0.5769230769230769,0.912621359223301,5.55652359696166e-15,5.844716425311537e-14,True,-0.3356982823002241,CT_enriched,0.0277777777777777,True,252.0,75,282,10.405,69.6734,-2.6315,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,TCTN1-205,TCTN1,0.2181818181818181,0.0,0.0008253022016913,0.0020443997421511,True,0.2181818181818181,AD_enriched,0.0432900432900432,True,462.0,12,0,2.1688,0.0,1.6639,Minor,Alternate,new_target_candidate
Inhibitory_neuron,transcript225805.chr2.nic,TGFBRAP1,0.3478260869565217,0.0101010101010101,1.749014505666224e-11,1.2450686594629003e-10,True,0.3377250768555115,AD_enriched,0.0285714285714285,True,70.0,16,1,49.1568,0.1933,5.3934,Minor,Alternate,new_target_candidate
Inhibitory_neuron,TGFBRAP1-201,TGFBRAP1,0.2391304347826087,0.7575757575757576,1.749014505666224e-11,1.2450686594629003e-10,True,-0.5184453227931489,CT_enriched,0.0285714285714285,True,70.0,11,75,1.9697,27.6974,-3.2725,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,THOC5-216,THOC5,0.6836283185840708,0.9036144578313252,2.675953204655306e-13,2.390970549579495e-12,True,-0.2199861392472544,CT_enriched,0.0382950382950382,True,3003.0,309,225,104.6575,125.1445,-0.2557,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,THOC5-204,THOC5,0.2632743362831858,0.0321285140562249,2.675953204655306e-13,2.390970549579495e-12,True,0.2311458222269609,AD_enriched,0.0119880119880119,True,3003.0,119,8,19.9876,4.3647,1.968,Minor,Alternate,new_target_candidate
Inhibitory_neuron,THRB-219,THRB,0.4696969696969697,0.044776119402985,4.855837319771363e-11,3.255316386310457e-10,True,0.4249208502939847,AD_enriched,0.0181818181818181,True,330.0,31,3,38.9141,0.5798,4.6591,Minor,Alternate,new_target_candidate
Inhibitory_neuron,TRANK1-207,TRANK1,0.3203285420944558,0.1055555555555555,1.7875357502804706e-15,1.9607250116889683e-14,True,0.2147729865389003,AD_enriched,0.0129,True,10000.0,156,38,92.5489,57.4914,0.6775,Minor,Alternate,new_target_candidate
Inhibitory_neuron,TRANK1-205,TRANK1,0.5995893223819302,0.8416666666666667,1.7875357502804706e-15,1.9607250116889683e-14,True,-0.2420773442847364,CT_enriched,0.0196,True,10000.0,292,303,157.622,165.6542,-0.0713,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,TRMU-209,TRMU,0.2,0.0,0.0005594682579138,0.0014350691711184,True,0.2,AD_enriched,0.0077700077700077,True,1287.0,9,0,3.8468,0.0,2.277,Minor,Alternate,new_target_candidate
Inhibitory_neuron,transcript192671.chr8.nnic,TSNARE1,0.2162162162162162,0.0,0.0011682536128082,0.0028111881643247,True,0.2162162162162162,AD_enriched,0.0142857142857142,True,70.0,8,0,0.8067,0.0,0.8533,Minor,Alternate,new_target_candidate
Inhibitory_neuron,transcript100378.chr1.nnic,TXNDC12,0.3421052631578947,0.0392156862745098,2.0047536275474613e-11,1.4128501190140734e-10,True,0.3028895768833849,AD_enriched,0.0476190476190476,True,126.0,13,10,2.3658,2.2215,0.0632,Minor,Alternate,new_target_candidate
Inhibitory_neuron,TXNDC12-201,TXNDC12,0.631578947368421,0.9607843137254902,2.0047536275474613e-11,1.4128501190140734e-10,True,-0.3292053663570692,CT_enriched,0.0396825396825396,True,126.0,24,245,5.6395,76.6212,-3.5473,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,TYW3-201,TYW3,0.3829787234042553,0.7883211678832117,3.9989887248938504e-14,3.900743673175005e-13,True,-0.4053424444789564,CT_enriched,0.0454545454545454,True,792.0,54,108,15.0228,44.5275,-1.5066,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,transcript133689.chr1.nic,TYW3,0.5319148936170213,0.0948905109489051,3.9989887248938504e-14,3.900743673175005e-13,True,0.4370243826681161,AD_enriched,0.0315656565656565,True,792.0,75,13,9.1054,4.3988,0.9044,Minor,Alternate,new_target_candidate
Inhibitory_neuron,UBE2W-203,UBE2W,0.6923076923076923,0.0784313725490196,4.9362861714595215e-09,2.62127490148782e-08,True,0.6138763197586727,AD_enriched,0.0357142857142857,True,252.0,27,4,10.5815,2.83,1.5964,Minor,Alternate,new_target_candidate
Inhibitory_neuron,UTP25-202,UTP25,0.6666666666666666,0.9894179894179894,2.7860603466798955e-14,2.780143050368363e-13,True,-0.3227513227513228,CT_enriched,0.0441919191919191,True,792.0,52,187,19.9135,51.7516,-1.3348,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,transcript306238.chr1.nic,UTP25,0.3333333333333333,0.0105820105820105,2.7860603466798955e-14,2.780143050368363e-13,True,0.3227513227513228,AD_enriched,0.0441919191919191,True,792.0,26,2,11.733,0.9829,2.6829,Minor,Alternate,new_target_candidate
Inhibitory_neuron,UTP6-201,UTP6,0.4545454545454545,0.8222222222222222,0.0035313327934013,0.0077019939223198,True,-0.3676767676767677,CT_enriched,0.0428571428571428,True,210.0,15,37,3.8651,9.8857,-1.1619,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,UTP6-209,UTP6,0.3939393939393939,0.1555555555555555,0.0035313327934013,0.0077019939223198,True,0.2383838383838384,AD_enriched,0.0476190476190476,True,210.0,13,7,6.8507,2.9369,0.9958,Minor,Alternate,new_target_candidate
Inhibitory_neuron,UXS1-215,UXS1,0.5579710144927537,0.023076923076923,3.86873073909818e-20,6.28585127003906e-19,True,0.5348940914158307,AD_enriched,0.0129870129870129,True,2002.0,77,3,23.2634,4.5372,2.1316,Minor,Alternate,new_target_candidate
Inhibitory_neuron,UXS1-201,UXS1,0.391304347826087,0.9,3.86873073909818e-20,6.28585127003906e-19,True,-0.508695652173913,CT_enriched,0.0249750249750249,True,2002.0,54,117,16.9233,59.4242,-1.7533,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,VCAN-209,VCAN,0.2238805970149253,0.0173160173160173,2.704582368548989e-13,2.4127271192846835e-12,True,0.206564579698908,AD_enriched,0.0318570318570318,True,1287.0,15,4,32.5377,5.2752,2.4181,Minor,Alternate,new_target_candidate
Inhibitory_neuron,YTHDC1-202,YTHDC1,0.3733333333333333,0.1433962264150943,2.448591428783303e-09,1.35344690936081e-08,True,0.229937106918239,AD_enriched,0.0245,True,10000.0,112,38,36.255,13.7961,1.3322,Minor,Alternate,new_target_candidate
Inhibitory_neuron,ZBTB11-202,ZBTB11,0.56,0.1757425742574257,3.1586979229133268e-27,8.772777778022334e-26,True,0.3842574257425744,AD_enriched,0.0039,True,10000.0,98,71,23.3191,29.3046,-0.3174,Minor,Alternate,new_target_candidate
Inhibitory_neuron,ZBTB25-204,ZBTB25,0.3529411764705882,0.7162162162162162,3.8523072662571005e-05,0.0001193368591602,True,-0.363275039745628,CT_enriched,0.0212121212121212,True,330.0,24,53,7.7728,15.2617,-0.8904,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,transcript59950.chr14.nnic,ZBTB25,0.6323529411764706,0.2567567567567567,3.8523072662571005e-05,0.0001193368591602,True,0.3755961844197139,AD_enriched,0.0242424242424242,True,330.0,43,19,13.1917,6.8443,0.8553,Minor,Alternate,new_target_candidate
Inhibitory_neuron,ZDHHC16-202,ZDHHC16,0.4576271186440678,0.0375,7.449424008200298e-12,5.5335774121519465e-11,True,0.4201271186440678,AD_enriched,0.05,True,20.0,27,3,4.6384,1.2123,1.3498,Minor,Alternate,new_target_candidate
Inhibitory_neuron,ZNF148-201,ZNF148,0.7505285412262156,0.975867269984917,7.868956624795081e-31,2.8079226234553586e-29,True,-0.2253387287587014,CT_enriched,0.0272,True,10000.0,355,647,98.4648,213.8161,-1.1108,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,ZNF148-206,ZNF148,0.2156448202959831,0.0135746606334841,7.868956624795081e-31,2.8079226234553586e-29,True,0.2020701596624989,AD_enriched,0.039,True,10000.0,102,9,32.6215,4.1689,2.7015,Minor,Alternate,new_target_candidate
Inhibitory_neuron,ZNF197-204,ZNF197,0.3958333333333333,0.0659340659340659,2.427823020792906e-06,9.076966970311938e-06,True,0.3298992673992674,AD_enriched,0.0429292929292929,True,792.0,19,6,16.8416,3.623,1.9483,Minor,Alternate,new_target_candidate
Inhibitory_neuron,ZNF248-208,ZNF248,0.2403100775193798,0.0094339622641509,2.2646072206012545e-11,1.5860690074223444e-10,True,0.2308761152552289,AD_enriched,0.0251748251748251,True,715.0,31,2,6.3355,0.6847,2.1224,Minor,Alternate,new_target_candidate
Inhibitory_neuron,ZNF253-201,ZNF253,0.3492063492063492,0.0762331838565022,2.928385936378166e-10,1.788758386706403e-09,True,0.272973165349847,AD_enriched,0.05,True,10000.0,44,17,22.0307,7.9197,1.3685,Minor,Alternate,new_target_candidate
Inhibitory_neuron,ZNF253-203,ZNF253,0.6507936507936508,0.9237668161434978,2.928385936378166e-10,1.788758386706403e-09,True,-0.2729731653498469,CT_enriched,0.05,True,10000.0,82,206,26.9931,158.8505,-2.5136,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,ZNF334-207,ZNF334,0.1746031746031746,0.927710843373494,2.435940697053924e-43,1.8070833749986868e-41,True,-0.7531076687703193,CT_enriched,0.0043290043290043,True,3003.0,33,154,28.0941,59.3903,-1.0536,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,ZNF334-202,ZNF334,0.6137566137566137,0.0542168674698795,2.435940697053924e-43,1.8070833749986868e-41,True,0.5595397462867342,AD_enriched,0.0323010323010323,True,3003.0,116,9,67.8043,21.9231,1.5857,Minor,Alternate,new_target_candidate
Inhibitory_neuron,ZNF382-201,ZNF382,0.038647342995169,0.6666666666666666,9.00886430173082e-36,4.2682333557275955e-34,True,-0.6280193236714976,CT_enriched,0.0153180153180153,True,3003.0,8,80,3.372,20.9263,-2.3263,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,ZNF382-203,ZNF382,0.961352657004831,0.3083333333333333,9.00886430173082e-36,4.2682333557275955e-34,True,0.6530193236714976,AD_enriched,0.0106560106560106,True,3003.0,199,37,103.7281,30.9013,1.715,Minor,Alternate,new_target_candidate
Inhibitory_neuron,ZNF549-202,ZNF549,0.363013698630137,1.0,4.572941466487602e-13,3.966499075085707e-12,True,-0.636986301369863,CT_enriched,0.0428571428571428,True,70.0,53,46,9.8884,16.3057,-0.6685,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,ZNF549-201,ZNF549,0.6301369863013698,0.0,4.572941466487602e-13,3.966499075085707e-12,True,0.6301369863013698,AD_enriched,0.0428571428571428,True,70.0,92,0,9.2767,0.0,3.3613,Minor,Alternate,new_target_candidate
Inhibitory_neuron,ZNF550-208,ZNF550,0.3412698412698413,0.7758620689655172,3.205649174900741e-09,1.7479158653859167e-08,True,-0.4345922276956759,CT_enriched,0.0238095238095238,True,126.0,43,45,8.1003,27.1343,-1.6283,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,ZNF550-204,ZNF550,0.5238095238095238,0.1379310344827586,3.205649174900741e-09,1.7479158653859167e-08,True,0.3858784893267653,AD_enriched,0.0396825396825396,True,126.0,66,8,12.1554,1.9568,2.1536,Minor,Alternate,new_target_candidate
Inhibitory_neuron,ZNF571-202,ZNF571,0.0833333333333333,0.4468085106382978,3.8187652531002786e-12,2.953387996842163e-11,True,-0.3634751773049645,CT_enriched,0.0328282828282828,True,792.0,14,21,3.2396,10.4226,-1.4299,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,transcript99320.chr19.nic,ZNF571,0.7261904761904762,0.2553191489361702,3.8187652531002786e-12,2.953387996842163e-11,True,0.4708713272543059,AD_enriched,0.0303030303030303,True,792.0,122,12,35.6393,8.5831,1.9348,Minor,Alternate,new_target_candidate
Inhibitory_neuron,ZNF7-202,ZNF7,0.3428571428571428,0.036036036036036,5.53202149516573e-12,4.192142095395751e-11,True,0.3068211068211068,AD_enriched,0.0485514485514485,True,5005.0,48,4,33.7258,0.8453,4.2341,Minor,Alternate,new_target_candidate
Inhibitory_neuron,ZNF7-216,ZNF7,0.3928571428571428,0.8018018018018018,5.53202149516573e-12,4.192142095395751e-11,True,-0.408944658944659,CT_enriched,0.0261738261738261,True,5005.0,55,89,12.9919,76.8464,-2.476,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,transcript98913.chr19.nic,ZNF875,0.6753246753246753,0.2,2.159303460371367e-11,1.5160837994487878e-10,True,0.4753246753246753,AD_enriched,0.0428571428571428,True,70.0,52,24,7.4178,5.5049,0.3719,Minor,Alternate,new_target_candidate
Inhibitory_neuron,ZNG1B-201,ZNG1B,0.3714285714285714,0.6756756756756757,0.0042944628654673,0.0091810117713953,True,-0.3042471042471042,CT_enriched,0.0396825396825396,True,126.0,13,25,2.404,6.9445,-1.2227,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,ZSCAN32-202,ZSCAN32,0.0677966101694915,0.7777777777777778,8.783265431147426e-17,1.1113049598315684e-15,True,-0.7099811676082863,CT_enriched,0.0428571428571428,True,70.0,4,91,3.8656,25.9279,-2.4684,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,ZSCAN32-213,ZSCAN32,0.8135593220338984,0.1965811965811965,8.783265431147426e-17,1.1113049598315684e-15,True,0.6169781254527018,AD_enriched,0.0142857142857142,True,70.0,48,23,4.84,5.0228,-0.0445,Minor,Alternate,new_target_candidate
Inhibitory_neuron,ZSWIM8-221,ZSWIM8,0.1269841269841269,0.8648648648648649,7.109974204037189e-11,4.6342236488279376e-10,True,-0.737880737880738,CT_enriched,0.0277777777777777,True,36.0,8,32,1.9934,14.735,-2.3941,Dominant,Canonical,trial_failure_candidate
Inhibitory_neuron,ZZEF1-201,ZZEF1,0.7375,0.968503937007874,3.065519859823755e-06,1.132844509375736e-05,True,-0.2310039370078739,CT_enriched,0.0169830169830169,True,3003.0,118,123,62.15,130.7235,-1.0607,Dominant,Canonical,trial_failure_candidate
Microglia,AKAP9-212,AKAP9,0.4815950920245399,0.009009009009009,1.949850684962332e-26,6.881825946925878e-25,True,0.4725860830155308,AD_enriched,0.0063936063936063,True,5005.0,157,1,419.211,2.7698,6.8005,Minor,Alternate,new_target_candidate
Microglia,ATP6V1B2-206,ATP6V1B2,0.4375,0.054054054054054,8.610761639353995e-13,6.7096843943018135e-12,True,0.383445945945946,AD_enriched,0.0064935064935064,True,462.0,28,10,70.2746,48.7254,0.5194,Minor,Alternate,new_target_candidate
Microglia,ATP6V1B2-201,ATP6V1B2,0.5625,0.945945945945946,8.610761639353995e-13,6.7096843943018135e-12,True,-0.383445945945946,CT_enriched,0.0064935064935064,True,462.0,36,175,163.7904,1164.0813,-2.8217,Dominant,Canonical,trial_failure_candidate
Microglia,BTK-206,BTK,0.8592964824120602,0.3962264150943396,2.1750872251555823e-27,8.156577094333433e-26,True,0.4630700673177206,AD_enriched,0.0038,True,10000.0,342,63,1279.7178,515.0268,1.3114,Minor,Alternate,new_target_candidate
Microglia,CRELD1-243,CRELD1,0.5412844036697247,0.0,1.393881368072445e-32,9.2925424538163e-31,True,0.5412844036697247,AD_enriched,0.0396825396825396,True,126.0,59,0,54.7112,0.0,5.7999,Minor,Alternate,new_target_candidate
